,texto,sentimiento,texto_normalizado
15803,@conRubalcaba ¡Q pena q en los últimos 7 años no te hayas preocupada de tantas mujeres q han tenido que escoger entre trabajar o ser madre!,1,¡ q pen q ultim 7 años preocup tant mujer q escog trabaj ser madr
4063,"A mi me da miedo cuando se grita, para defender a Garzón, que hay otra justicia que es la de la calle. Tremendo",0,da mied grit defend garzon justici call tremend
11655,"@IgnacioJurado a mi a las 8.15 que son las 7.15, no too bad ",0,8.15 7.15 too bad
9890,"Gracias por todas las atenciones, el talento, y por soportarme este año! @MarianaHeAg que siga el éxito y la mejor de las vibras!!",2,graci tod atencion talent soport año sig exit mejor vibr
2792,"Por otro lado, quien diga que el vestuario está dividido o existe alguna fractura, miente. Existe un gran grupo y hay una gran unión le pese",0,lad dig vestuari divid exist algun fractur mient exist gran grup gran union pes
2222,A puntito de entrar en #TheHole viva @AlexODogherty http://t.co/rAFTqths,2,puntit entrar thehol viv
5818,"Entre el yerno y los jóvenes parados, se pasa las noches en vela. Menos mal que tiene a los hijos colocados. http://t.co/P7IuKxfQ",1,yern joven par pas noch vel men mal hij coloc
11957,- Planes para las vacaciones Freitas? - Geometrizar mi manifestación personal...,0,plan vacacion freit geometriz manifest personal ...
3866,Hablaba de mi disco favorito de todos los tiempos: http://t.co/oqsSreoT,2,habl disc favorit tiemp
12940,"@cuervotinelli Que descanses !!, Tqm ..., re lindo el programa de hoy @elchatoprada @hoppefede  !!",2,descans tqm ... re lind program hoy
15502,Diferencias entre el voto útil y el voto inútil para el #20N http://t.co/mzde1w9y,0,diferent vot util vot inutil 20n
11868,Quiero que me hable la re extraño,1,quier habl re extrañ
16261,@Barbijaputa un apunte: lo de dar una gran parte de su sueldo a IU lo harán y ya lo hacen tod@s los cargos públicos de @iunida,0,apunt dar gran part sueld iu haran hac tod @s carg public
13598,@RoxyMarquez91 me puedo volver loco yo quiero me MUERO POR UN GATITO,0,pued volv loc quier muer gatit
11951,@martinmadruga es que es reeeee difícil conseguir una cámara que filme hd!,1,ree dificil consegu cam film hd
14581,"En las pasadas Elecciones Generales cometí el error de creerme eso del voto útil y voté al @PSOE, el #20N voto de convicción a @icveuia",1,pas eleccion general comet error cre vot util vot 20n vot conviccion
3227,Cospedal vuelve a pdir explicaciones a Chacon y Rubalcaba por el caso de los ERES el dia que se convocan las elecciones andaluzas.,1,cospedal vuelv pdir explic chacon rubalc cas dia convoc eleccion andaluz
4214,"Fdez Díaz: ""Señora Diez, dice que confundo prudencia con cobardía. Usted confunde oportunismo político con defender el Estado""",1,fdez diaz señor diez dic confund prudenci cobard usted confund oportun polit defend
3923,"Agresivo, DRAE: ""que tiende a la violencia"" ""falta al respeto, ofende, provoca"" ""implica provocación o ataque"" A qué se refiere Guindos?",1,agres dra tiend violenci falt respet ofend provoc implic provoc ataqu refier guind
12097,Todos están tristes igual los entiendo,1,trist igual entiend
10470,"@atlgarza Gracias por tu Rt, fui de las primeras 5 vistas, te amo Garza",2,graci rt primer 5 vist amo garz
13345,@JesusEduardoG @xeilachvr @YouTube vi ese video hace un tiempo me pareció chevere . Pero no me gusta la canción,0,vi vide hac tiemp parec chever gust cancion
1401,";-)))) Málaga, lugar preferido por los británicos para pasar sus vacaciones de verano http://t.co/ce5tc4Ei via @elmundoes",2,;-) malag lug prefer britan pas vacacion veran
8932,Acabo de tener una idea formidable que involucra a @tsaitami y por eso le mandé un correo,2,acab ten ide formid involucr mand corre
12459,@amartino mañana sobre que vas a hablar? Sobre los puertos de la nueva MacBook pro.. ?,0,mañan vas habl puert nuev macbook pro ..
12829,"Piensa en grande y tus hechos crecerán, Piensa que puedes y podrás. Todo esta en el estado mental. #BuenFinDeSemana",2,piens grand hech crec piens pued podras mental buenfindeseman
7704,#CiudadReal Zamora (@PSOE) promete que el Colegio de la Ferroviaria se convertirá en la Casa de la Ciudad si gana... http://t.co/Kzb2mEpxAR ,0,ciudadreal zamor promet colegi ferroviari convert cas ciud si gan ...
4979,"hahahahaha es horrible lo de ING, de verdad... “@rosselloarrom: @PilarGGranja muchos opinamos lo mismo, pero mientras paguen...”",1,hahahahah horribl ing verd ... “ opin mism mientr pag ... ”
3253,Hemos hablado con Pío García Escudero y con Pons sobre Cascos y cumbre europea. @TelediarioInter 20:30,0,habl pio garc escuder pons casc cumbr europe 20:30
16678,Recordais como el @PSOE negaba a @UPyD la posibilidad d controlar el despilfarro d las CCAA? Ahora ellos lo proponen! http://t.co/emt6aBGF,2,recordais neg posibil d control despilfarr d cca ahor propon
15443,Así sera a partir del #20N nuestra política http://t.co/YJDOBq6t despues de ver lo bien que se están explicando ahora,0,asi ser part 20n polit
2661,En la misa por mi padre (@ Iglesia de San Juan) http://t.co/syoAWN7z,0,mis padr iglesi san juan
2158,RT @GeekIndignado: Los fotógrafos desafían a la censura en el Congreso con unas polémicas imágenes de Mariano Rajoy http://t.co/MsLKQvNe,1,fotograf desaf censur congres unas polem imagen marian rajoy
8579,@ReyDeLosBullies La quiero aniquilar. Desgraciada.,1,quier aniquil desgraci
8089,"""Bla bla bla...eres la mejor pero no te quiero en mi vida, bla bla bla.."" lo de siempre!",1,bla bla bla ... mejor quier vid bla bla bla .. siempr
674,Esperando tratamiento...  http://t.co/bzSNqLUj,1,esper tratamient ...
13603,"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",2,cabez cabez vas dand vuelt emocion gigant vien
7012,Anonymous ataca 450 webs privadas y gubernamentales chinas - http://t.co/JXy9bnVQ,1,anonymous atac 450 webs priv gubernamental chin
13132,Buenos días!!!! mi pensamiento esta mañana al despertar es que si o si tengo que ir a dar un paseo al parque y disfrutar de la naturaleza,0,buen dias pensamient mañan despert si si ir dar pase parqu disfrut naturalez
10198,@drlejtik @TauroAgencia @LaPlazaMexico jaja insisto se pondra buenisimo,2,jaj insist pondr buenisim
3841,Crónica del pleno de Sole Alcaide: Intercambio de papeles. Recomiendo la foto de Rubalcaba y Rosa Díez. ¿Qué se dirán? ...,2,cronic plen sol alcaid intercambi papel recom fot rubalc ros diez ¿ diran ...
1815,Amaiur se garantiza protagonismo en el #Congreso hasta el verano http://t.co/7Ib68EDP,2,amaiur garantiz protagon congres veran
14891,"@miyermp @marianorajoy sólo faltaba, ahora es más importante fumar que los dependientes, !Rajoy no tiene familia!",1,sol falt ahor import fum dependient rajoy famili
16943,"Vamos a salir de Malaga, para meternos en Malagón... Luchas por tus derechos, #votaIU @iunida",2,vam sal malag met malagon ... luch derech votaiu
11789,En serio showrunner de #Vikings te vas a mandar esa cagada ya en el segundo cap? Por estas cosas me embola ir un capítulo a la vez.,1,seri showrunn vikings vas mand cag segund cap cos embol ir capitul vez
12846,"@aldanaperezz Tengo ganas de salir a caminar, quiero verlas las extraño ajajjajajaja",2,gan sal camin quier verl extrañ ajajjajajaj
13818,+ a veces se la pedía prestado se molestó y me la vendió para que no la joda. Ahora ella es la que más la usa,0,vec ped prest molest vend jod ahor usa
2100,"Buenos días a todos, que tengáis un estupendo miércoles :-)",2,buen dias estupend miercol :-)
15768,"Rubalcaba: ""El de #Castellón es un aeropuerto fantástico: no contamina, no produce ruidos y no hay retrasos en las maletas"". #20N #votaPSOE",0,rubalc castellon aeropuert fantast contamin produc ruid retras malet 20n votapso
6709,"A las 3 en @A3noticias, el presupuesto tiene otro recorte de un 17%, congela el sueldo de los funcionarios y sube el impuesto de sociedades",1,3 presupuest recort 17 congel sueld funcionari sub impuest sociedad
1673,"Nunca discutas con un idiota, la gente podría no notar la diferencia. Kant (Via @ifilosofia )",1,nunc discut idiot gent podr not diferent kant via
10294,"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",1,quenosepierdalacostumbr quer amarn respet cuid junt tod vid
4213,Las obras comenzarán después de verano y se prevé que sea una realidad a principios de 2014 #sevillahoy,2,obras comenz despues veran prev realid principi 2014 sevillahoy
13485,@cinencuentro gracias por compartir el teaser amigos de Cienencuentro,0,graci compart teas amig cienencuentr
13006,@selodedicoaella Cele me ayudarías dando RT a mi twit fijado ? Por favor es muy importante Yo ya te ayude,0,cel ayud dand rt twit fij favor import ayud
1548,"Esperanza Aguirre marzo 2010 llama a ""rebelión"" por subida IVA: ""Cero patatero Zapatero"". ¿Dirá ahora: ""Rajoy hoy estoy que te doy""?",1,esper aguirr marz 2010 llam rebelion sub iva cer patater zapater ¿ dir ahor rajoy hoy doy
15027,"@marianorajoy @javierarenas_pp @zoidoalcalde @antoniosanz No he podido ir acompañar a Mi Presidente,pero Staba mi Hija e hijo #marianorajoy",0,pod ir acompañ president stab hij hij marianorajoy
11516,"@ManuelaCarmena necesitamos fuentes con pitorro en Vallecas, que la mayoría están rotas  @MADRID",1,necesit fuent pitorr vallec mayor rot
11797,"@WaldoCasal @cuervotinelli por eso mi papá es mi mejor amigo !!, los 2 juntos seríamos dinamita...LO AMO COMO AMÉ A MI ABUELITA",2,pap mejor amig 2 junt dinamit ... amo ame abuelit
8548,"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",0,posit hech respons extra adqu qued elect mae quer
5184,Los colegios de la Palmilla organizan una muestra para no perder alumnos http://t.co/PFgnVAfa,2,colegi palmill organiz muestr perd alumn
1461,"El gran @Guaje7Villa ya está aquí! Bienvenido al Twitter, un abrazo!!",2,gran aqu bienven twitt abraz
16580,@sirgood la que dice cosas sin sentido @UPyD la que casi no habla @eQuoGipuzkoa y el que habla en Euskara @Amaiur,0,dic cos casi habl habl eusk
3220,"Muy bueno! Como siempre ""Se requieren cambios más profundos en la socialdemocracia ...  http://t.co/7melmpLU via @el_plural""",1,buen siempr requier cambi profund socialdemocraci ...
15081,@PaquiVicente ¡No! Este es auténtico. ¡Y del @Ppopular! Y no seas paranoide:yo sólo tengo un perfil en TW,0,¡ autent ¡ paranoid sol perfil tw
16380,La mejor propaganda que puede hacer la #derecha con @iunida http://t.co/bypmNhMM ¿Tienen miedo? #20N #15M #ccoo,0,mejor propagand pued hac derech
7171,Vamos a vigilar que las CCAA cumplan os objetivos de déficit.. @c_floriano en #losdesayunosdetve,2,vam vigil cca cumpl objet deficit .. losdesayunosdetv
7431,"@cecimerello @HidalgoDepucela @Albert_Rivera Los políticos buenos son los que solucionan problemas, es lo k quiere la gente. ",0,polit buen solucion problem k quier gent
8968,"@afranchesqui @marhegu Sí, también he leído quejas en twitter sobre la interacción social en los buses.",0,leid quej twitt interaccion social bus
1751,Alemania presenta las cifras mas bajas de desempleo últimos 20 años......,2,alemani present cifr mas baj desemple ultim 20 años ...
3976,"De agresión en agresión cada vez más parados y más precarios. Eso sí, al grito de acabar con el paro y la dualidad.",1,agresion agresion cad vez par precari grit acab par dualid
8354,"@jpvdh Yo media teja, con eso nos la jugamos no?",0,medi tej jug
1772,"Esto no puede faltar en la estantería de un madridista, #epico te lo gestiono @gonzalococa ! ;-) http://t.co/2L5MZp25 #HistoriaReal",2,pued falt estant madrid epic gestion ;-)
9389,@diegomejia9 @LaSelecta_SLV @cvillalta y a mi en la gestión deportiva en un eventual México 2026 jeje. Es cosa de que se dejen ayudar,0,gestion deport eventual mexic 2026 jej cos dej ayud
10071,@luismartiinez28 yo estoy en primera fila,0,primer fil
10861,"@concht1 pero nos hemos desmovilizado, Concha. Nosotros/as solas dejamos las calles. Así nos va  @CiudadanosCs",1,desmoviliz conch as sol dej call asi va
17060,@FranBordonado Hola! Info del fin de campaña festivo de @iunida en Alicante en este evento de Facebook http://t.co/9DQG37HH ¡Veniros!,0,hol info fin campañ festiv alic event facebook
2016,Alucino. Grecia incluye a los pedófilos en su lista de personas con discapacidad con derecho a paga. http://t.co/HG3AnneB via @AP,1,alucin greci inclu pedofil list person discapac derech pag
2005,Happy bday happy bday mom! Feliz cumple a la mami mas cookie del mundo! Te amo!,2,happy bday happy bday mom feliz cumpl mami mas cooki mund amo
3893,"RT @juandoming: Tiching – más de 50.000 recursos educativos, en español http://t.co/SEju8dzq [Like it? http://t.co/GIoWo69q ]",0,tiching – 50.000 recurs educ español
3237,“Me Gustas Tanto” de Paulina Rubio es #1 de Radio en Estados Unidos y Puerto Rico de acuerdo al (cont) http://t.co/rNdwt7B2,2,“ gust ” paulin rubi 1 radi unid puert ric acuerd cont
4424,El barco de Jack y su gemela... que nostalgia de clima. Muy buenas noches followercetes!  http://t.co/xgZJIoyW,0,barc jack gemel ... nostalgi clim buen noch followercet
10271,"Mames, hoy si me dio frío",1,mam hoy si dio fri
8589,"Voy a ver Armaggedon. Qué cinta rajado, muchas gracias a la persona que me la recomendó",2,voy ver armaggedon cint raj much graci person recomend
10981,@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ,2,hol luis vendras barcelon promocion tardeparalair abraz crack feliz dia
2257,RT @FdoFrances: @mariviromero : El CAC Málaga lidera Ranking de Museos con Mayor Influencia en Redes Sociales  http://t.co/i9yHIX0O,2,cac malag lider ranking muse mayor influenci red social
4072,"Listas de espera al alza en Catalunya, estallido en Grecia y debate #EntreTodos sobre la #refomalaboral. http://t.co/PIZAYzPe#portadaEPC",1,list esper alza cataluny estall greci debat entretod refomalaboral
5574,"En Vélez Málaga, en diálogo con asociaciones culturales, asistenciales, agrarias, de vecinos... Una campaña de participación social.",2,velez malag dialog asoci cultural asistencial agrari vecin ... campañ particip social
9084,@Chamo_A_ la hijueputa tela se me salió. yo quería volver a quedar acostada.,1,hijueput tel sal quer volv qued acost
4968,"Que bueno! RT “@CruzDiez: Madrid: sol, pájaros cantando, risas de niños, gente haciendo deporte, cielo color mierda...”",0,buen rt “ madr sol pajar cant ris niñ gent hac deport ciel color mierd ... ”
5355,Pago de cursos a cargos de la Junta de Andalucía a través del ‘fondo de reptiles’ http://t.co/ciN6aMzW,1,pag curs carg junt andaluc traves ‘ fond reptil ’
8419,Mi familia va para la playa y yo por irresponsable tengo que quedarme haciendo los 1000 extra clases que tengo para el martes.,0,famili va play irrespons qued hac 1000 extra clas mart
6094,La misma arma y moto en el ataque al colegio y los dos tiroteos a soldados http://t.co/89ljrSdo vía @elmundoes,1,mism arma mot ataqu colegi dos tirote sold
7936,"@agarzon guardalo bien! Yo tengo uno parecido que me regalo mi madre y siempre le he tenido mucho cariño.Quien te lo regalo, te quiere bien. ",2,guardal bien parec regal madr siempr cariñ regal quier bien
14488,#SOOMPIAWARDS #TeamE que al menos no bajen del tercer lugar,0,soompiawards team men baj terc lug
1519,"Me encanta ir a Bilbao y encontrarme con quien le dice a su hijo: ""Germán es... nieto de uno de los fundadores del Afhletic""",2,encant ir bilba encontr dic hij german ... niet fundador afhletic
