,texto,sentimiento,texto_normalizado
3246,"Tres ministros, el presidente del Congreso y toda la ""crem"" judicial en la toma de posesión de Torres-Dulce http://t.co/FKqTDIAe Y tb Garci",2,tres ministro presidente congreso crem judicial toma posesion torresdulce
124,Rajoy quiere que España vuelva a tener relevancia en Europa http://t.co/RGhPlkBR,2,rajoy querer españa volver tener relevancia europa
1106,Lo conozco!! Gracias.!! Gran Hernán!!RT @MikelUrmeneta: @buenafuente http://t.co/HevrrXAH,2,conocer gracia gran hernanrt   
1814,El presidente escondido tampoco hablará hoy #dóndeestáRajoy,1,presidente escondido tampoco hablar hoy dondeestarajoy
13953,"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",1,dolor pude tener definición dolor madre repentino partida hijo dolor irreparable dolor
16374,@UPyD Si alguien con sentido común vota a IU es porque no se ha leido su programa. Sus politicas de igualdad no tienen desperdicio.,1,si alguien comun votar iu leido programa politicas igualdad tener desperdicio
8791,@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,0,aquel señor amigo hacer numerito hoy encantar hacer dia ginebra empezo fluir temprano
2123,Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos. ¡Qué cambiado está Rajoy! http://t.co/uO5mNPRD,1,ver debate presidente iba dar cara explicar subida impuesto ¡ cambiado rajoy
16581,"""gracias José Luis por mantener al país en pie"" Carmen Chacón. Qué cara más dura! Qué poca vergüenza! El domingo .@UPyD #cadavotovale",2,gracias jose luis mantener pais pie carmen chacon car mas duro verguenza domingo cadavotovale
12496,@Alfredo_Bruno Lo que es no saber... es la herencia maldita de mis padres que querían que estudiara algo útil,1,saber herencia maldito padre querian estudiar util
13609,"En el examen de geometría me estoy esforzando por un 20, bueno fuera que fuese por mi bien sólo es por que alguien esté orgulloso de mi",0,examen geometria esforzar bueno bien solo alguien orgulloso
12795,"Los/as uruguayos/as son muy amables. Nadie ha intentado echarme el auto encima en los ceda el paso, al contrario, lo ceden sin problema",2,losa uruguayosas amable nadie intentar echarme auto encima ceda paso contrario ceder problema
8971,@fersalas2205 Yo igual no trabajo el 26.,0,igual trabajar
2806,@javiercasqueiro @virginiapalonso me he ido a la calle y me encontrado todo cortado. A alguien se le ha ido la mano. @ccifuentes sabrá algo?,1,   ir calle encontrar cortado alguien ir mano sabra
2197,"Para mi, escuchar a Ramoneda me sirve de referencia on #bananity http://t.co/q3a0LQvQ",2,escuchar ramoneda servir referencia on bananity
4051,¿Y debería ser  compatible la tarjeta dorada y el abono de transporte gratuito para mayores con el visón y las dos casas?,1,¿ deberia ser compatible tarjeta dorado abono transporte gratuito mayor vison dos casa
1216,EEUU invadió Iraq en busca de inexistentes armas de destrucción masiva y ahora sabemos que el arma de destrucción era el  ejército de EEUU.,1,eeuu invadio iraq busca inexistente armas destruccion masivo ahora saber arma destruccion ejercito eeuu
7702,@CarinaMejias @CiudadanosCs @CsElMasnou Gracias a ti por tu tiempo!! Espero que nos veamos muy pronto ,2,    gracia tiempo esperar ver pronto
13386,Cuidando mi cachete derecho para que ne salga un grano en el izquierdo,0,cuidar cachete derecho ne salgar grano izquierdo
725,Rajoy cumplirá con el Déficit y los recortes impopulares. No cumple con los ciudadanos ni siquiera con su nombre. Mercados contra ciudadanos,1,rajoy cumplira deficit recortes impopular cumplir ciudadano siquiera nombre mercado ciudadano
12736,Me quiero pelear con alguien y siento que ya estoy grande para andar en bardos,1,querer pelear alguien sentar grande andar bardo
9171,"¡Rápido a qué comprar el iPhone 7 antes que saqu...! ¿Cómo, ya lo están presentando el 8? Bueno, ese mero a que com... ¿Ya van en el 9?",0,¡ rapido comprar iphone saqu ¿ estan presentar bueno mero com ¿ van
808,"Enhorabuena, @martajcs @epicuro7, madridistas amigos.Para el Sevilla ha habido mala suerte pq ha jugado bien. Aunq Casillas y CR máquinas!",2,enhorabuena    madridistas amigospar sevilla malo suerte pq jugar bien aunq casilla cr maquinas
14761,“@Coriano2323: El BCE vuelve a apagar el incendio de la deuda española http://t.co/QB5DL734 #15O #VaeO #20n #nolesvotes #15m””,1,“ bce volver apagar incendio deuda español
13402,hola si quieren ver la historia que publico entren aqui gracias,0,hola si querer ver historia publico entrar aqui gracia
12432,@RufinaCamejo ¿arte?¿religioso?¿tener?... ¿cambiamos de tema ya? Pensé que hablábamos del cuadro. @mister__lemon,1,¿ arte¿religioso¿tener ¿ cambiar tema pense hablabamos cuadro
4906,http://t.co/withnFPg OS EPERO!!;),0,
12455,Hola @cminana ! ¿Qué tips darías a los freelancers que quieren capacitarse en #SocialMedia? ¿Qué herramienta/curso online recomendarías?,0,hola    ¿ tips darias freelancers querer capacitarse socialmedia ¿ herramientacurso online recomendarias
16156,#peleaporloquequieres es ir a votar el #20N Las encuestas son meras estadísticas y no siempre aciertan!! #votaPSOE,2,peleaporloquequieres ir votar n encuestas mero estadisticas siempre acertar votapsoe
3962,Empieza la rueda prensa del Consejo Ministros. En breve conocemos los detalles de la #reformalaboral con @FatimaBanez y @Sorayapp,0,empezar rueda prensa consejo ministros breve conocer detalle reformalaboral
13852,"Extraño las clases de biblia del Pastor Manzanares y sus no tareas , aún no supero que se haya ido",1,extraño clase biblia pastor manzanares tarea aun superar ir
2671,¿Donde está Urdangarín? Toda Barcelona le busca. Os lo contamos en @TelediarioInter 20:30,1,¿ urdangarin barcelona buscar contar
11338,@dexamina Yo he citado varias veces a Heidegger en tuíter y me meto contigo ,1,citar varios vez heidegger tuiter meter contigo
9428,ojalá a alguien de los que les hablo le gustara bts y shippeara vkook para poner icons bien cool,2,ojala alguien hablar gustara bts shippear vkook poner icons bien cool
9418,Ya me acostumbré a dormir tarde. Luego es un maldito problema para despertar temprano,1,acostumbrar dormir tarde luego maldito problema despertar temprano
1764,"Mi sentido pesame a la familia y amigos de Enrique de Melchor, un gran guitarrista que pierde el flamenco.",1,pesame familia amigo enrique melchor gran guitarrista perder flamenco
16266,Mi enhorabuena a @rtve que ha lanzado una actualización de su App con un especial #elecciones #20N http://t.co/OcUbuVEA,2,enhorabuena lanzar actualizacion app especial elección n
607,Interior reestructura la cúpula de la Guardia Civil a una semana del cambio de gobierno.,0,interior reestructura cupula guardia civil semana cambio gobierno
12786,Otro día que me voy a dormir sin su mensaje de buenas noches,1,dia voy dormir mensaje buenas noche
11554,"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",1,acuerd retwitteo creer conveniente aportar opinion citar divulgar asi seguire
3217,"Mi columna hoy en @Semanaldigital  ""Políticos, sí; pandilleros, no"" #Andalucía necesita una regeneración commo el comer http://t.co/ldaP816H",1,columna hoy    politicos si pandillero andalucia necesitar regeneracion commo comer
5737,@mrtfernandez escondida detrás de las nubes... Lloverá? No lloverá? http://t.co/ZV2mA63y,1,escondido detras nube llovera llovera
8480,"Ya no estoy para andarle sacando conversación a alguien, si la vara fluye bueno, y sino va pa' la mierda.",1,andarle sacar conversacion alguien si vara fluir bueno sino ir pa mierda
2053,"Lo que Rajoy decía de Matas y Camps, 'ejemplos' de buena gestión. (La hemeroteca es letal). http://t.co/WE8LyrZ8",2,rajoy decia mata camps ejemplo bueno gestion hemeroteca letal
3164,"""La libertad, mal negocio"", el epílogo de #ePeriódico sobre la #TwitterCensura. http://t.co/6NGTkKXh",0,libertad mal negocio epilogo eperiodico twittercensura
12525,@elojodeava 1cm es margen de error!,0,cm margen error
13700,"@CarmenLo19 hola Carmen!! Es una aplicación para ver películas y series! Bien completa es, incluso hay de las que están en estreno en HD.",2,hola carmen aplicacion ver peliculas serie bien completo incluso estan estreno hd
15901,"El domingo hay q ir a votar ,para q los intereses de los ciudadanos esten por encima de los mercados @conRubalcaba",2,domingo q ir votar q interés ciudadano esten encima mercado
1657,Buenos dias mundo tuiter,0,bueno dias mundo tuiter
16413,"El diputado de #upyd x Málaga lo vamos a conseguir en este empuzón final, que no falte ni un voto, sería una pena q por unos cuantos votos..",0,diputado upyd x malaga vamos conseguir empuzon final faltar voto serio pena q cuantos voto
8070,"Bong, pipa, picadora, boletas, vaporizador, soplete, 5gs de wax... Todo en el bolso. Me requisan y no me quitan nada! Un buen día",2,bong pipa picadora boletas vaporizador soplete gs wax bolso requisar quitar buen dia
16405,Entrevista (audio) a @cmgorriaran candidato 2 de @UPyD por Madrid. Estas son nuestras propuestas al bipartidismo http://t.co/0zC6PDwD,0,entrevista audio candidato madrid propuesto bipartidismo
8645,"#Windows10 qué mal me caes... @Microsoft Para abrir cualquier navegador o aplicación es tan lento, torpe e ineficiente que da pavor",1,windows mal caer abrir cualquier navegador aplicacion tan lento torpe ineficiente dar pavor
2710,A ver si ahora el Atleti va a golear en todos los partidos y nos va a quitar la ilusión por el sufrimiento y por el fútbol a los atléticos,2,ver si ahora atleti va golear partido va quitar ilusion sufrimiento futbol atleticos
16383,"@conrubalcaba apela al voto útil ""que no fragmente la izquierda"". Creo que Alfredito va a votar a @iunida.",0,apelar voto util fragmente izquierda creer alfredito va votar
7550,@AntonioMaestre @rosadiezupyd ¿llaman genocidio a lo de ETA? Hoy Sant Jordi y día del libro que se compren un diccionario ,1,   ¿ llamar genocidio eta hoy sant jordi dia libro comprar diccionario
4266,Leo en un diario q el PP habría renunciado a modificar la ley del aborto si se hubiese aceptado la información a los padres en adolescentes,0,leo diario q pp habria renunciado modificar ley aborto si aceptar informacion padre adolescente
6716,"#Presupuestos Atención, pregunta. Mantiene el Gobierno su previsión de que el PIB caerá el 1,7% o cree que con lo aprobado hoy será más?",1,presupuesto atencion pregunta mantener gobierno prevision pib caera creer aprobado hoy sera mas
422,La DGT realizará una campaña de intensificación de controles de alcoholemia entre el 12 y 18 de diciembre. http://t.co/tfP39w3w,0,dgt realizar campaña intensificacion control alcoholemia diciembre
10973,"que te echo de menos cosa chicaa! 
 https://t.co/9QIk0GIVzO",1,"echar menos cosa chicaa 
 "
5316,"RT: ""@BocanegraRaul: Los programas para las andaluzas. PSOE: http://t.co/Ci3hxaScPP: http://t.co/aZomr5wRIU: http://t.co/t093BqOK”",0,rt programa andaluz psoe
8850,Podría pasar un Día entero viendo sólo mejengas.,2,podria pasar dia entero ver solo mejengas
9674,@jancarlobg A veces me siento sola,1,vez sentar solo
2845,Un profesional q gane 300.000 euros en Cataluña paga el 56% de IRPF y además impuesto de patrimonio ¿Extraña que pidan traslado a Madrid?,0,profesional q ganar euro cataluña paga irpf ademas impuesto patrimonio ¿ extrañar pedir traslado madrid
4066,"Espero tu opinión “@FranGranado: Tras acabar los exámenes, toca sustituir los tipos de aceros y motores por EPN de @pedroj_ Que ganas!”",2,esperar opinion “ tras acabar examenes toca sustituir tipo acero motor epn ganas ”
15755,@conRubalcaba: Los #socialistas hemos igualado en los derechos a las parejas #homosexuales,2,socialista igualar derecho pareja homosexual
5244,Una madre con cientos de hijos  http://t.co/FKhJ1RPq,0,madre cientos hijo
1001,"Igual estoy dormido y sueño que twiteo. No, imposible: la wifi va y viene #estoesrealsiempre",1,igual dormido sueño twiteo imposible wifi ir venir estoesrealsiempre
4198,"El ministro israelí de Defensa, Ehud Barak, acusa a Irán de estar detrás de las explosiones en el centro de Bangkok.Hay un herido grave",1,ministro israeli defensa ehud barak acusar iran detras explosión centro bangkokhay herido grave
2418,Fraga sera velado en su domicilio este lunes y el martes sera trasladado a Perbes(Lugo) donde será enterrado. Es la intención de la familia.,0,fraga sera velado domicilio lunes martes sera trasladado perbeslugo sera enterrado intencion familia
13973,@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf,0,oh bloquear numero facil marca decir debia cuenta mas k banco wtf
3575,Me pregunto quién habrá filtrado ese bulo de q Eduardo Zaplana es candidato a presidir RTVE.  Vendrá del PSOE o del PP? Del todo falso,1,preguntar habra filtrar bulo q eduardo zaplana candidato presidir rtve vendra psoe pp falso
6727,Se va a reducir un 20% las subvenciones a los partidos políticos,0,va reducir subvención partido politicos
3847,"Invercaria repartió ""casi 50 millones"" entre 2005 y 2010 ""sin control ni procedimiento"" http://t.co/lNTikM4X #Griñan y su trama",1,invercaria repartio casi millón control procedimiento
961,"Rajoy no quiere aplausos de más. Manda sentar con un gesto a su portavoz, Alfonso Alonso, para acallar al grupo que ... http://t.co/husQdH95",1,rajoy querer aplauso mas manda sentar gesto portavoz alfonso alonso acallar grupo
9773,"@YouTube lo que voy a hacer el lunes no es por ti, es por nosotros te amo y te quiero mucho  eres la única real para mi",2,voy hacer lunes amar querer unica real
11449,"@NovatilloTotal ahora escribo las cartas. Seprona no, qué por suerte me han cuidado Pepito muy bien ",2,ahora escribir carta seprona suerte cuidar pepito bien
10399,@PPTeamKaren cuando hacen un helado galáctico,0,hacer helado galactico
12433,Mañana tengo que ir a visitar a mi primita hermosaaaaa,2,mañana tener ir visitar primita hermosaaaaa
4887,Portada  Qué - Valencia http://t.co/DnQLZ6yI ...,0,portada valencia
757,Amaiur  presenta su recurso ante la mesa. Dicen que se ha hecho una interpretación arbitraria y discrecional del 15 por ciento necesario.,1,amaiur presentar recurso mesa decir hacer interpretacion arbitrario discrecional ciento necesario
